name,path,size_bytes,duration_seconds
p234_085.wav,clean_train\p234_085.wav,94124,2.940000
p234_086.wav,clean_train\p234_086.wav,66762,2.084938
p234_087.wav,clean_train\p234_087.wav,69628,2.174500
p234_088.wav,clean_train\p234_088.wav,67096,2.095375
p234_089.wav,clean_train\p234_089.wav,59712,1.864625
p234_090.wav,clean_train\p234_090.wav,62004,1.936250
p234_091.wav,clean_train\p234_091.wav,112462,3.513063
p234_092.wav,clean_train\p234_092.wav,100844,3.150000
p234_093.wav,clean_train\p234_093.wav,74924,2.340000
p234_094.wav,clean_train\p234_094.wav,78752,2.459625
p234_095.wav,clean_train\p234_095.wav,84070,2.625812
p234_096.wav,clean_train\p234_096.wav,67810,2.117688
p234_097.wav,clean_train\p234_097.wav,104684,3.270000
p234_098.wav,clean_train\p234_098.wav,89134,2.784063
p234_099.wav,clean_train\p234_099.wav,90924,2.840000
p234_100.wav,clean_train\p234_100.wav,97004,3.030000
p234_101.wav,clean_train\p234_101.wav,98604,3.080000
p234_102.wav,clean_train\p234_102.wav,89644,2.800000
p234_103.wav,clean_train\p234_103.wav,102850,3.212687
p234_104.wav,clean_train\p234_104.wav,91244,2.850000
p234_105.wav,clean_train\p234_105.wav,71390,2.229563
p234_106.wav,clean_train\p234_106.wav,96030,2.999563
p234_107.wav,clean_train\p234_107.wav,89324,2.790000
p234_108.wav,clean_train\p234_108.wav,105324,3.290000
p234_109.wav,clean_train\p234_109.wav,73410,2.292687
p234_110.wav,clean_train\p234_110.wav,82866,2.588188
p234_111.wav,clean_train\p234_111.wav,132518,4.139812
p234_112.wav,clean_train\p234_112.wav,89004,2.780000
p234_113.wav,clean_train\p234_113.wav,112826,3.524437
p234_114.wav,clean_train\p234_114.wav,98832,3.087125
p234_115.wav,clean_train\p234_115.wav,79404,2.480000
p234_116.wav,clean_train\p234_116.wav,114808,3.586375
p234_117.wav,clean_train\p234_117.wav,95676,2.988500
p234_118.wav,clean_train\p234_118.wav,84810,2.648938
p234_119.wav,clean_train\p234_119.wav,83968,2.622625
p234_120.wav,clean_train\p234_120.wav,94376,2.947875
p234_121.wav,clean_train\p234_121.wav,117392,3.667125
p234_122.wav,clean_train\p234_122.wav,81872,2.557125
p234_123.wav,clean_train\p234_123.wav,102550,3.203313
p234_124.wav,clean_train\p234_124.wav,115614,3.611562
p234_125.wav,clean_train\p234_125.wav,72632,2.268375
p234_126.wav,clean_train\p234_126.wav,92992,2.904625
p234_127.wav,clean_train\p234_127.wav,94826,2.961937
p234_128.wav,clean_train\p234_128.wav,75244,2.350000
p234_129.wav,clean_train\p234_129.wav,81024,2.530625
p234_130.wav,clean_train\p234_130.wav,70296,2.195375
p234_131.wav,clean_train\p234_131.wav,106392,3.323375
p234_132.wav,clean_train\p234_132.wav,105644,3.300000
p234_133.wav,clean_train\p234_133.wav,86038,2.687312
p234_134.wav,clean_train\p234_134.wav,74828,2.337000
p234_135.wav,clean_train\p234_135.wav,85244,2.662500
p234_136.wav,clean_train\p234_136.wav,76516,2.389750
p234_137.wav,clean_train\p234_137.wav,81964,2.560000
p234_138.wav,clean_train\p234_138.wav,53804,1.680000
p234_139.wav,clean_train\p234_139.wav,69272,2.163375
p234_140.wav,clean_train\p234_140.wav,84844,2.650000
p234_141.wav,clean_train\p234_141.wav,106118,3.314812
p234_142.wav,clean_train\p234_142.wav,106982,3.341813
p234_143.wav,clean_train\p234_143.wav,93970,2.935188
p234_144.wav,clean_train\p234_144.wav,99894,3.120312
p234_145.wav,clean_train\p234_145.wav,84738,2.646688
p234_146.wav,clean_train\p234_146.wav,93388,2.917000
p234_147.wav,clean_train\p234_147.wav,82924,2.590000
p234_148.wav,clean_train\p234_148.wav,93058,2.906687
p234_149.wav,clean_train\p234_149.wav,108438,3.387313
p234_150.wav,clean_train\p234_150.wav,107244,3.350000
p234_151.wav,clean_train\p234_151.wav,93164,2.910000
p234_152.wav,clean_train\p234_152.wav,108868,3.400750
p234_153.wav,clean_train\p234_153.wav,124418,3.886687
p234_154.wav,clean_train\p234_154.wav,74284,2.320000
p234_155.wav,clean_train\p234_155.wav,56044,1.750000
p234_156.wav,clean_train\p234_156.wav,101994,3.185938
p234_157.wav,clean_train\p234_157.wav,86060,2.688000
p234_158.wav,clean_train\p234_158.wav,79724,2.490000
p234_159.wav,clean_train\p234_159.wav,104684,3.270000
p234_160.wav,clean_train\p234_160.wav,81004,2.530000
p234_161.wav,clean_train\p234_161.wav,114924,3.590000
p234_162.wav,clean_train\p234_162.wav,85890,2.682688
p234_163.wav,clean_train\p234_163.wav,76682,2.394938
p234_164.wav,clean_train\p234_164.wav,115178,3.597938
p234_165.wav,clean_train\p234_165.wav,66700,2.083000
p234_166.wav,clean_train\p234_166.wav,89644,2.800000
p234_167.wav,clean_train\p234_167.wav,106604,3.330000
p234_168.wav,clean_train\p234_168.wav,96204,3.005000
p234_169.wav,clean_train\p234_169.wav,106924,3.340000
p234_170.wav,clean_train\p234_170.wav,101312,3.164625
p234_171.wav,clean_train\p234_171.wav,70984,2.216875
p234_172.wav,clean_train\p234_172.wav,71874,2.244687
p234_173.wav,clean_train\p234_173.wav,84968,2.653875
p234_174.wav,clean_train\p234_174.wav,87746,2.740687
p234_175.wav,clean_train\p234_175.wav,73324,2.290000
p234_176.wav,clean_train\p234_176.wav,52438,1.637312
p234_177.wav,clean_train\p234_177.wav,86700,2.708000
p234_178.wav,clean_train\p234_178.wav,70838,2.212312
p234_179.wav,clean_train\p234_179.wav,110124,3.440000
p234_180.wav,clean_train\p234_180.wav,126764,3.960000
p234_181.wav,clean_train\p234_181.wav,81324,2.540000
p234_182.wav,clean_train\p234_182.wav,127084,3.970000
p234_183.wav,clean_train\p234_183.wav,87084,2.720000
p234_184.wav,clean_train\p234_184.wav,91884,2.870000
p234_185.wav,clean_train\p234_185.wav,87084,2.720000
p234_186.wav,clean_train\p234_186.wav,98284,3.070000
p234_187.wav,clean_train\p234_187.wav,76718,2.396063
p234_188.wav,clean_train\p234_188.wav,119724,3.740000
p234_189.wav,clean_train\p234_189.wav,76204,2.380000
p234_190.wav,clean_train\p234_190.wav,109804,3.430000
p234_191.wav,clean_train\p234_191.wav,87404,2.730000
p234_192.wav,clean_train\p234_192.wav,95944,2.996875
p234_193.wav,clean_train\p234_193.wav,83244,2.600000
p234_194.wav,clean_train\p234_194.wav,83244,2.600000
p234_195.wav,clean_train\p234_195.wav,110176,3.441625
p234_196.wav,clean_train\p234_196.wav,85436,2.668500
p234_197.wav,clean_train\p234_197.wav,78112,2.439625
p234_198.wav,clean_train\p234_198.wav,100524,3.140000
p234_199.wav,clean_train\p234_199.wav,84706,2.645688
p234_200.wav,clean_train\p234_200.wav,109164,3.410000
p234_201.wav,clean_train\p234_201.wav,98364,3.072500
p234_202.wav,clean_train\p234_202.wav,111724,3.490000
p234_203.wav,clean_train\p234_203.wav,65294,2.039062
p234_204.wav,clean_train\p234_204.wav,61556,1.922250
p234_205.wav,clean_train\p234_205.wav,54794,1.710938
p234_207.wav,clean_train\p234_207.wav,74450,2.325188
p234_208.wav,clean_train\p234_208.wav,60678,1.894813
p234_209.wav,clean_train\p234_209.wav,67646,2.112563
p234_210.wav,clean_train\p234_210.wav,92204,2.880000
p234_211.wav,clean_train\p234_211.wav,82534,2.577812
p234_212.wav,clean_train\p234_212.wav,109484,3.420000
p234_213.wav,clean_train\p234_213.wav,110124,3.440000
p234_214.wav,clean_train\p234_214.wav,68950,2.153313
p234_216.wav,clean_train\p234_216.wav,99376,3.104125
p234_217.wav,clean_train\p234_217.wav,97288,3.038875
p234_218.wav,clean_train\p234_218.wav,107076,3.344750
p234_219.wav,clean_train\p234_219.wav,135724,4.240000
p234_220.wav,clean_train\p234_220.wav,95724,2.990000
p234_221.wav,clean_train\p234_221.wav,106808,3.336375
p234_222.wav,clean_train\p234_222.wav,112564,3.516250
p234_223.wav,clean_train\p234_223.wav,75564,2.360000
